rep,fee,social_share,capacity,completion,bottom_access,operating_revenue,social_transfer,price_pressure
13,0.0,0.75,tight,0.58,0.48108843143723656,0.0,0.0,0.0
13,0.0,1.0,spare,0.6735248167331125,0.48108843143723656,0.0,0.0,0.0
13,0.0,1.0,tight,0.58,0.48108843143723656,0.0,0.0,0.0
13,0.0025,0.0,spare,0.6544802956642681,0.4880084250902933,0.0016800042796202327,0.0,0.0
13,0.0025,0.0,tight,0.58,0.4880084250902933,0.0016800042796202327,0.0,0.0
13,0.0025,0.25,spare,0.6552311874007914,0.49700145079540314,0.0012600032097151745,0.0004200010699050582,0.0003931210014311346
13,0.0025,0.25,tight,0.58,0.4954701321384464,0.0012600032097151745,0.0004200010699050582,0.0009172823366726472
13,0.0025,0.5,spare,0.655968949517345,0.5058303562508918,0.0008400021398101163,0.0008400021398101163,0.0007862420028622692
13,0.0025,0.5,tight,0.58,0.5027853294555664,0.0008400021398101163,0.0008400021398101163,0.0018345646733452944
13,0.0025,0.75,spare,0.6566938115901942,0.5144980111600759,0.0004200010699050582,0.0012600032097151745,0.0011793630042934036
13,0.0025,0.75,tight,0.58,0.509956578818534,0.0004200010699050582,0.0012600032097151745,0.0027518470100179413
13,0.0025,1.0,spare,0.6574059991813784,0.5230072350484475,0.0,0.0016800042796202327,0.0015724840057245383
13,0.0025,1.0,tight,0.58,0.5169863972106121,0.0,0.0016800042796202327,0.0036691293466905887
13,0.005,0.0,spare,0.6524645700681638,0.4871997132257112,0.0032606153214928537,0.0,0.0
13,0.005,0.0,tight,0.58,0.4871997132257112,0.0032606153214928537,0.0,0.0
13,0.005,0.25,spare,0.6539099373363093,0.5045038200923,0.00244546149111964,0.0008151538303732134,0.000762983985229328
13,0.005,0.25,tight,0.58,0.5015478634900407,0.00244546149111964,0.0008151538303732134,0.0017802959655350984
13,0.005,0.5,spare,0.6553066578426294,0.5211998424360724,0.0016303076607464269,0.0016303076607464269,0.001525967970458656
13,0.005,0.5,tight,0.58,0.5153531782414534,0.0016303076607464269,0.0016303076607464269,0.0035605919310701967
13,0.005,0.75,spare,0.6566563688923879,0.5373082465728244,0.0008151538303732134,0.00244546149111964,0.0022889519556879836
13,0.005,0.75,tight,0.58,0.5286339277082087,0.0008151538303732134,0.00244546149111964,0.005340887896605295
13,0.005,1.0,spare,0.6579606526840248,0.5528488099830561,0.0,0.0032606153214928537,0.003051935940917312
13,0.005,1.0,tight,0.58,0.5414077671970419,0.0,0.0032606153214928537,0.0071211838621403935
13,0.01,0.0,spare,0.584994039908958,0.48890595368302103,0.00624621823886514,0.0,0.0
13,0.01,0.0,tight,0.58,0.48890595368302103,0.00624621823886514,0.0,0.0
13,0.01,0.25,spare,0.5877201608347602,0.5215208501876542,0.004684663679148855,0.001561554559716285,0.0014616150678944432
13,0.01,0.25,tight,0.58,0.5159155340714621,0.004684663679148855,0.001561554559716285,0.0034104351584203665
13,0.01,0.5,spare,0.5902732253312103,0.5519725413253859,0.00312310911943257,0.00312310911943257,0.0029232301357888864
13,0.01,0.5,tight,0.58,0.5409940265094204,0.00312310911943257,0.00312310911943257,0.006820870316840733
13,0.01,0.75,spare,0.5926642191647344,0.5803983491765423,0.001561554559716285,0.004684663679148855,0.00438484520368333
13,0.01,0.75,tight,0.58,0.5642640180700932,0.001561554559716285,0.004684663679148855,0.0102313054752611
13,0.01,1.0,spare,0.5949034307161462,0.6069268785012941,0.0,0.00624621823886514,0.005846460271577773
13,0.01,1.0,tight,0.58,0.58,0.0,0.00624621823886514,0.013641740633681466
13,0.02,0.0,spare,0.5396430043349,0.48588548836084183,0.012273090632427998,0.0,0.0
13,0.02,0.0,tight,0.5396430043349,0.48588548836084183,0.012273090632427998,0.0,0.0
13,0.02,0.25,spare,0.5448353427693174,0.5479178155830716,0.009204817974320998,0.0030682726581069994,0.002871903207988152
13,0.02,0.25,tight,0.5442781917003486,0.5371242229436441,0.009204817974320998,0.0030682726581069994,0.0067011074853056875
13,0.02,0.5,spare,0.5493998780550405,0.6021026034466224,0.006136545316213999,0.006136545316213999,0.005743806415976304
13,0.02,0.5,tight,0.5483529407855171,0.58,0.006136545316213999,0.006136545316213999,0.013402214970611375
13,0.02,0.75,spare,0.5534125175695427,0.6493886941699106,0.0030682726581069994,0.009204817974320998,0.008615709623964456
13,0.02,0.75,tight,0.5519350139139624,0.58,0.0030682726581069994,0.009204817974320998,0.02010332245591706
13,0.02,1.0,spare,0.556939990765709,0.6906102059140018,0.0,0.012273090632427998,0.011487612831952609
13,0.02,1.0,tight,0.5550839802992137,0.58,0.0,0.012273090632427998,0.02680442994122275
13,0.03,0.0,spare,0.5342351087336795,0.4995640204746253,0.01887473543337393,0.0,0.0
13,0.03,0.0,tight,0.5342351087336795,0.4995640204746253,0.01887473543337393,0.0,0.0
13,0.03,0.25,spare,0.5419556529104999,0.5916541345934694,0.014156051575030448,0.004718683858343483,0.004416688091409502
13,0.03,0.25,tight,0.541127218960081,0.5754097927580208,0.014156051575030448,0.004718683858343483,0.010305605546622168
13,0.03,0.5,spare,0.548288184736672,0.6663940943292117,0.009437367716686965,0.009437367716686965,0.008833376182819003
13,0.03,0.5,tight,0.5467802540776325,0.58,0.009437367716686965,0.009437367716686965,0.020611211093244337
13,0.03,0.75,spare,0.5534822433951121,0.7269031394683041,0.004718683858343483,0.014156051575030448,0.013250064274228502
13,0.03,0.75,tight,0.551416977082708,0.58,0.004718683858343483,0.014156051575030448,0.0309168166398665
13,0.03,1.0,spare,0.5577425054968859,0.7757397276490662,0.0,0.01887473543337393,0.017666752365638007
13,0.03,1.0,tight,0.5552201022674509,0.58,0.0,0.01887473543337393,0.04122242218648867
14,0.0,0.0,spare,0.6495468778477042,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.0,tight,0.58,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.25,spare,0.6495468778477042,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.25,tight,0.58,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.5,spare,0.6495468778477042,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.5,tight,0.58,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.75,spare,0.6495468778477042,0.4729391767345606,0.0,0.0,0.0
14,0.0,0.75,tight,0.58,0.4729391767345606,0.0,0.0,0.0
14,0.0,1.0,spare,0.6495468778477042,0.4729391767345606,0.0,0.0,0.0
14,0.0,1.0,tight,0.58,0.4729391767345606,0.0,0.0,0.0
14,0.0025,0.0,spare,0.644881649277949,0.4923343121006915,0.0016386281134302882,0.0,0.0
14,0.0025,0.0,tight,0.58,0.4923343121006915,0.0016386281134302882,0.0,0.0
14,0.0025,0.25,spare,0.6456142062468675,0.5011078352336302,0.0012289710850727162,0.00040965702835757205,0.0003834389785426875
14,0.0025,0.25,tight,0.58,0.4996140180282212,0.0012289710850727162,0.00040965702835757205,0.0008946909499329374
14,0.0025,0.5,spare,0.6463342669482584,0.5097251550224724,0.0008193140567151441,0.0008193140567151441,0.000766877957085375
14,0.0025,0.5,tight,0.58,0.5067542816262219,0.0008193140567151441,0.0008193140567151441,0.0017893818998658748
14,0.0025,0.75,spare,0.6470420445487538,0.5181889360501232,0.00040965702835757205,0.0012289710850727162,0.0011503169356280626
14,0.0025,0.75,tight,0.58,0.5137574815611026,0.00040965702835757205,0.0012289710850727162,0.002684072849798812
14,0.0025,1.0,spare,0.6477377485786995,0.5265017974459024,0.0,0.0016386281134302882,0.00153375591417075
14,0.0025,1.0,tight,0.58,0.520625955922971,0.0,0.0016386281134302882,0.0035787637997317496
14,0.005,0.0,spare,0.6413663858092756,0.4893267712130973,0.0032505949966821846,0.0,0.0
14,0.005,0.0,tight,0.58,0.4893267712130973,0.0032505949966821846,0.0,0.0
14,0.005,0.25,spare,0.6428073866350397,0.5065786423059241,0.0024379462475116387,0.0008126487491705461,0.0007606392292236314
14,0.005,0.25,tight,0.58,0.5036316686741311,0.0024379462475116387,0.0008126487491705461,0.0017748248681884729
14,0.005,0.5,spare,0.644200034177927,0.5232260973627932,0.0016252974983410923,0.0016252974983410923,0.0015212784584472628
14,0.005,0.5,tight,0.58,0.5173970054711732,0.0016252974983410923,0.0016252974983410923,0.0035496497363769457
14,0.005,0.75,spare,0.6455459509491281,0.539289417773583,0.0008126487491705461,0.0024379462475116387,0.0022819176876708947
14,0.005,0.75,tight,0.58,0.5306408867495838,0.0008126487491705461,0.0024379462475116387,0.0053244746045654195
14,0.005,1.0,spare,0.6468467050159069,0.5547882043790944,0.0,0.0032505949966821846,0.0030425569168945257
14,0.005,1.0,tight,0.58,0.5433808101302868,0.0,0.0032505949966821846,0.0070992994727538915
14,0.01,0.0,spare,0.6002334315451209,0.4905893478639459,0.006440566737864603,0.0,0.0
14,0.01,0.0,tight,0.58,0.4905893478639459,0.006440566737864603,0.0,0.0
14,0.01,0.25,spare,0.6030415397749224,0.5241836081198049,0.004830425053398452,0.0016101416844661507,0.0015070926166603175
14,0.01,0.25,tight,0.58,0.5184076872039676,0.004830425053398452,0.0016101416844661507,0.0035165494388740733
14,0.01,0.5,spare,0.6056660258030129,0.5554825908542758,0.0032202833689323014,0.0032202833689323014,0.003014185233320635
14,0.01,0.5,tight,0.58,0.5441770381158052,0.0032202833689323014,0.0032202833689323014,0.0070330988777481465
14,0.01,0.75,spare,0.6081188966854607,0.584636384268213,0.0016101416844661507,0.004830425053398452,0.004521277849980952
14,0.01,0.75,tight,0.58,0.5680313839561084,0.0016101416844661507,0.004830425053398452,0.01054964831662222
14,0.01,1.0,spare,0.6104113743369183,0.6117852622947727,0.0,0.006440566737864603,0.00602837046664127
14,0.01,1.0,tight,0.58,0.58,0.0,0.006440566737864603,0.014066197755496293
14,0.02,0.0,spare,0.5951913881600592,0.4905801528422979,0.012965207126562545,0.0,0.0
14,0.02,0.0,tight,0.58,0.4905801528422979,0.012965207126562545,0.0,0.0
14,0.02,0.25,spare,0.6006570818748433,0.5558674658094848,0.009723905344921908,0.003241301781640636,0.0030338584676156363
14,0.02,0.25,tight,0.58,0.544491286397166,0.009723905344921908,0.003241301781640636,0.00707900309110315
14,0.02,0.5,spare,0.605427129916569,0.6124592078634381,0.006482603563281272,0.006482603563281272,0.0060677169352312725
14,0.02,0.5,tight,0.58,0.58,0.006482603563281272,0.006482603563281272,0.0141580061822063
14,0.02,0.75,spare,0.6095900705253381,0.661462107005437,0.003241301781640636,0.009723905344921908,0.00910157540284691
14,0.02,0.75,tight,0.58,0.58,0.003241301781640636,0.009723905344921908,0.02123700927330945
14,0.02,1.0,spare,0.6132231732447544,0.7038420325305251,0.0,0.012965207126562545,0.012135433870462545
14,0.02,1.0,tight,0.58,0.58,0.0,0.012965207126562545,0.0283160123644126
14,0.03,0.0,spare,0.46601189436002355,0.4892183084431497,0.017638059421559566,0.0,0.0
14,0.03,0.0,tight,0.46601189436002355,0.4892183084431497,0.017638059421559566,0.0,0.0
14,0.03,0.25,spare,0.4732720760492394,0.5758432736537026,0.013228544566169675,0.0044095148553898915,0.00412730590464494
14,0.03,0.25,tight,0.47249304016008353,0.5606022504997286,0.013228544566169675,0.0044095148553898915,0.009630380444171525
14,0.03,0.5,spare,0.4793048397485049,0.6471255139898772,0.008819029710779783,0.008819029710779783,0.00825461180928988
14,0.03,0.5,tight,0.4778784730302178,0.58,0.008819029710779783,0.008819029710779783,0.01926076088834305
14,0.03,0.75,spare,0.484317694716754,0.705658895188345,0.0044095148553898915,0.013228544566169675,0.012381917713934818
14,0.03,0.75,tight,0.482353435960145,0.58,0.0044095148553898915,0.013228544566169675,0.028891141332514577
14,0.03,1.0,spare,0.48848306836395283,0.7535987598736864,0.0,0.017638059421559566,0.01650922361857976
14,0.03,1.0,tight,0.48607185446189194,0.58,0.0,0.017638059421559566,0.0385215217766861
15,0.0,0.0,spare,0.6819146421731054,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.0,tight,0.58,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.25,spare,0.6819146421731054,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.25,tight,0.58,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.5,spare,0.6819146421731054,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.5,tight,0.58,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.75,spare,0.6819146421731054,0.5061870317892062,0.0,0.0,0.0
15,0.0,0.75,tight,0.58,0.5061870317892062,0.0,0.0,0.0
15,0.0,1.0,spare,0.6819146421731054,0.5061870317892062,0.0,0.0,0.0
15,0.0,1.0,tight,0.58,0.5061870317892062,0.0,0.0,0.0
15,0.0025,0.0,spare,0.6375493385397804,0.49317549712077924,0.0016466576551969275,0.0,0.0
15,0.0025,0.0,tight,0.58,0.49317549712077924,0.0016466576551969275,0.0,0.0
15,0.0025,0.25,spare,0.6382854542134001,0.5019916251497105,0.0012349932413976957,0.00041166441379923187,0.00038531789131608115
15,0.0025,0.25,tight,0.58,0.5004905295018884,0.0012349932413976957,0.00041166441379923187,0.0008990750797375225
15,0.0025,0.5,spare,0.6390089519127988,0.5106500285008787,0.0008233288275984637,0.0008233288275984637,0.0007706357826321623
15,0.0025,0.5,tight,0.58,0.5076647614627591,0.0008233288275984637,0.0008233288275984637,0.001798150159475045
15,0.0025,0.75,spare,0.6397200479263659,0.5191534107791509,0.00041166441379923187,0.0012349932413976957,0.0011559536739482435
15,0.0025,0.75,tight,0.58,0.5147006065046064,0.00041166441379923187,0.0012349932413976957,0.002697225239212568
15,0.0025,1.0,spare,0.6404189548350281,0.5275044292461122,0.0,0.0016466576551969275,0.0015412715652643246
15,0.0025,1.0,tight,0.58,0.521600436758115,0.0,0.0016466576551969275,0.00359630031895009
15,0.005,0.0,spare,0.618042673066736,0.49226565159217783,0.003186801338305838,0.0,0.0
15,0.005,0.0,tight,0.58,0.49226565159217783,0.003186801338305838,0.0,0.0
15,0.005,0.25,spare,0.6194558644841197,0.509184832796311,0.0023901010037293787,0.0007967003345764595,0.0007457115131635664
15,0.005,0.25,tight,0.58,0.506295063035622,0.0023901010037293787,0.0007967003345764595,0.0017399935307149878
15,0.005,0.5,spare,0.6208225509186848,0.5255227017152103,0.001593400669152919,0.001593400669152919,0.0014914230263271327
15,0.005,0.5,tight,0.58,0.519805538474811,0.001593400669152919,0.001593400669152919,0.0034799870614299756
15,0.005,0.75,spare,0.6221442627458639,0.5412983880417852,0.0007967003345764595,0.0023901010037293787,0.002237134539490699
15,0.005,0.75,tight,0.58,0.5328141549381398,0.0007967003345764595,0.0023901010037293787,0.005219980592144964
15,0.005,1.0,spare,0.6234224799798419,0.5565303919533475,0.0,0.003186801338305838,0.0029828460526542654
15,0.005,1.0,tight,0.58,0.5453374274870236,0.0,0.003186801338305838,0.006959974122859951
15,0.01,0.0,spare,0.5738015524394212,0.49098225165690945,0.006253391292898098,0.0,0.0
15,0.01,0.0,tight,0.5738015524394212,0.49098225165690945,0.006253391292898098,0.0,0.0
15,0.01,0.25,spare,0.5765307023438618,0.523633331899879,0.004690043469673573,0.0015633478232245244,0.0014632935625381554
15,0.01,0.25,tight,0.5762378576447267,0.5180217150773048,0.004690043469673573,0.0015633478232245244,0.003414351645922362
15,0.01,0.5,spare,0.5790864110411278,0.5541163970531655,0.003126695646449049,0.003126695646449049,0.002926587125076311
15,0.01,0.5,tight,0.578519332323806,0.5431257969198756,0.003126695646449049,0.003126695646449049,0.006828703291844724
15,0.01,0.75,spare,0.5814797009570292,0.5825692274393944,0.0015633478232245244,0.004690043469673573,0.004389880687614466
15,0.01,0.75,tight,0.58,0.566417493329559,0.0015633478232245244,0.004690043469673573,0.010243054937767086
15,0.01,1.0,spare,0.5837208940271481,0.6091208472533429,0.0,0.006253391292898098,0.005853174250152622
15,0.01,1.0,tight,0.58,0.58,0.0,0.006253391292898098,0.013657406583689448
15,0.02,0.0,spare,0.5632717213128002,0.4886857908404846,0.012964753402700407,0.0,0.0
15,0.02,0.0,tight,0.5632717213128002,0.4886857908404846,0.012964753402700407,0.0,0.0
15,0.02,0.25,spare,0.5687372364767396,0.5539709780934926,0.009723565052025304,0.0032411883506751017,0.0030337522962318965
15,0.02,0.25,tight,0.568150772852591,0.5425951797299943,0.009723565052025304,0.0032411883506751017,0.007078755357874423
15,0.02,0.5,spare,0.573507151416963,0.6105611625500538,0.006482376701350203,0.006482376701350203,0.006067504592463793
15,0.02,0.5,tight,0.5724088638349962,0.58,0.006482376701350203,0.006482376701350203,0.014157510715748845
15,0.02,0.75,spare,0.5776699956968732,0.6595629637526995,0.0032411883506751017,0.009723565052025304,0.009101256888695687
15,0.02,0.75,tight,0.5761250243769727,0.58,0.0032411883506751017,0.009723565052025304,0.021236266073623267
15,0.02,1.0,spare,0.5813030316557848,0.7019421609428619,0.0,0.012964753402700407,0.012135009184927586
15,0.02,1.0,tight,0.5793682263730799,0.58,0.0,0.012964753402700407,0.02831502143149769
15,0.03,0.0,spare,0.5295994463918544,0.49928524837934773,0.019018339028579696,0.0,0.0
15,0.03,0.0,tight,0.5295994463918544,0.49928524837934773,0.019018339028579696,0.0,0.0
15,0.03,0.25,spare,0.5373730618035776,0.5920051496931995,0.014263754271434772,0.004754584757144924,0.00445029133268765
15,0.03,0.25,tight,0.536538933175196,0.5756448200615124,0.014263754271434772,0.004754584757144924,0.010384013109604514
15,0.03,0.5,spare,0.5437395168071091,0.6671355459046563,0.009509169514289848,0.009509169514289848,0.0089005826653753
15,0.03,0.5,tight,0.5422222514272308,0.58,0.009509169514289848,0.009509169514289848,0.020768026219209028
15,0.03,0.75,spare,0.5489535320580909,0.7278604452092416,0.004754584757144924,0.014263754271434772,0.013350873998062951
15,0.03,0.75,tight,0.5468767896319076,0.58,0.004754584757144924,0.014263754271434772,0.031152039328813545
15,0.03,1.0,spare,0.5532237193165246,0.7767874946069739,0.0,0.019018339028579696,0.0178011653307506
15,0.03,1.0,tight,0.550688774978855,0.58,0.0,0.019018339028579696,0.041536052438418056
16,0.0,0.0,spare,0.6666269621303362,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.0,tight,0.58,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.25,spare,0.6666269621303362,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.25,tight,0.58,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.5,spare,0.6666269621303362,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.5,tight,0.58,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.75,spare,0.6666269621303362,0.4888613375156328,0.0,0.0,0.0
16,0.0,0.75,tight,0.58,0.4888613375156328,0.0,0.0,0.0
16,0.0,1.0,spare,0.6666269621303362,0.4888613375156328,0.0,0.0,0.0
16,0.0,1.0,tight,0.58,0.4888613375156328,0.0,0.0,0.0
16,0.0025,0.0,spare,0.6641123522114886,0.46975038684674203,0.0016430545459721064,0.0,0.0
16,0.0025,0.0,tight,0.58,0.46975038684674203,0.0016430545459721064,0.0,0.0
16,0.0025,0.25,spare,0.6648468710189193,0.47854739717586814,0.0012322909094790798,0.0004107636364930266,0.000384474763757473
16,0.0025,0.25,tight,0.58,0.47704956754547173,0.0012322909094790798,0.0004107636364930266,0.0008971077821007702
16,0.0025,0.5,spare,0.6655688265374512,0.4871873663937594,0.0008215272729860532,0.0008215272729860532,0.000768949527514946
16,0.0025,0.5,tight,0.58,0.4842085580420708,0.0008215272729860532,0.0008215272729860532,0.0017942155642015404
16,0.0025,0.75,spare,0.6662784336509325,0.4956729805485191,0.0004107636364930266,0.0012322909094790798,0.001153424291272419
16,0.0025,0.75,tight,0.58,0.4912297561648759,0.0004107636364930266,0.0012322909094790798,0.002691323346302311
16,0.0025,1.0,spare,0.6669759035678151,0.5040068797457938,0.0,0.0016430545459721064,0.001537899055029892
16,0.0025,1.0,tight,0.58,0.4981155187295087,0.0,0.0016430545459721064,0.0035884311284030807
16,0.005,0.0,spare,0.6454216486122297,0.518412453771545,0.0032947394079987057,0.0,0.0
16,0.005,0.0,tight,0.58,0.518412453771545,0.0032947394079987057,0.0,0.0
16,0.005,0.25,spare,0.6468818822976746,0.5358944058181346,0.0024710545559990292,0.0008236848519996764,0.0007709690214716974
16,0.005,0.25,tight,0.58,0.5329078624478757,0.0024710545559990292,0.0008236848519996764,0.0017989277167672936
16,0.005,0.5,spare,0.6482924633560678,0.5527557000265778,0.0016473697039993528,0.0016473697039993528,0.0015419380429433948
16,0.005,0.5,tight,0.58,0.5468492114445496,0.0016473697039993528,0.0016473697039993528,0.003597855433534587
16,0.005,0.75,spare,0.6496550801359235,0.569017440753302,0.0008236848519996764,0.0024710545559990292,0.002312907064415092
16,0.005,0.75,tight,0.58,0.5602553405670807,0.0008236848519996764,0.0024710545559990292,0.005396783150301881
16,0.005,1.0,spare,0.6509713635764932,0.5847000147389512,0.0,0.0032947394079987057,0.0030838760858867896
16,0.005,1.0,tight,0.58,0.5731444490071919,0.0,0.0032947394079987057,0.007195710867069174
16,0.01,0.0,spare,0.5968255557907394,0.4806634336513411,0.006517240516153147,0.0,0.0
16,0.01,0.0,tight,0.58,0.4806634336513411,0.006517240516153147,0.0,0.0
16,0.01,0.25,spare,0.5996659634069909,0.5146434945737053,0.00488793038711486,0.0016293101290382867,0.0015250342807798366
16,0.01,0.25,tight,0.58,0.5088003288640718,0.00488793038711486,0.0016293101290382867,0.0035584133218196186
16,0.01,0.5,spare,0.6023185004143923,0.5462751728854429,0.0032586202580765734,0.0032586202580765734,0.0030500685615596733
16,0.01,0.5,tight,0.58,0.5348408288699987,0.0032586202580765734,0.0032586202580765734,0.007116826643639237
16,0.01,0.75,spare,0.604795592975114,0.5757137956136845,0.0016293101290382867,0.00488793038711486,0.00457510284233951
16,0.01,0.75,tight,0.58,0.5589235937127155,0.0016293101290382867,0.00488793038711486,0.010675239965458855
16,0.01,1.0,spare,0.607108845358497,0.6031044161251924,0.0,0.006517240516153147,0.006100137123119347
16,0.01,1.0,tight,0.58,0.58,0.0,0.006517240516153147,0.014233653287278474
16,0.02,0.0,spare,0.5581243950291943,0.4985278420219276,0.012321738057617847,0.0,0.0
16,0.02,0.0,tight,0.5581243950291943,0.4985278420219276,0.012321738057617847,0.0,0.0
16,0.02,0.25,spare,0.5633360120113551,0.5607897675934541,0.009241303543213385,0.0030804345144044617,0.002883286705482577
16,0.02,0.25,tight,0.5627767923053706,0.5499551389946716,0.009241303543213385,0.0030804345144044617,0.006727668979459345
16,0.02,0.5,spare,0.5679151552703239,0.6151457716250838,0.006160869028808923,0.006160869028808923,0.005766573410965154
16,0.02,0.5,tight,0.5668645818912459,0.58,0.006160869028808923,0.006160869028808923,0.01345533795891869
16,0.02,0.75,spare,0.5719385808324742,0.6625553044464777,0.0030804345144044617,0.009241303543213385,0.008649860116447732
16,0.02,0.75,tight,0.5704562836970999,0.58,0.0030804345144044617,0.009241303543213385,0.020183006938378035
16,0.02,1.0,spare,0.575473729732316,0.7038613789890198,0.0,0.012321738057617847,0.011533146821930308
16,0.02,1.0,tight,0.5736121021635756,0.58,0.0,0.012321738057617847,0.02691067591783738
16,0.03,0.0,spare,0.517104100446109,0.4859855501733408,0.018285095598566663,0.0,0.0
16,0.03,0.0,tight,0.517104100446109,0.4859855501733408,0.018285095598566663,0.0,0.0
16,0.03,0.25,spare,0.5246058920461424,0.5754792328036938,0.013713821698924997,0.004571273899641666,0.0042787123700646
16,0.03,0.25,tight,0.5238009308014294,0.5597122674180288,0.013713821698924997,0.004571273899641666,0.0099836621968174
16,0.03,0.5,spare,0.530797212399661,0.6485920248526119,0.009142547799283331,0.009142547799283331,0.0085574247401292
16,0.03,0.5,tight,0.529327906795107,0.58,0.009142547799283331,0.009142547799283331,0.0199673243936348
16,0.03,0.75,spare,0.5359069848065249,0.7081854675683456,0.004571273899641666,0.013713821698924997,0.012836137110193801
16,0.03,0.75,tight,0.5338893876769423,0.58,0.004571273899641666,0.013713821698924997,0.029950986590452196
16,0.03,1.0,spare,0.540124142465813,0.7566212259393819,0.0,0.018285095598566663,0.0171148494802584
16,0.03,1.0,tight,0.5376540336350847,0.58,0.0,0.018285095598566663,0.0399346487872696
17,0.0,0.0,spare,0.6674558850617739,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.0,tight,0.58,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.25,spare,0.6674558850617739,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.25,tight,0.58,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.5,spare,0.6674558850617739,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.5,tight,0.58,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.75,spare,0.6674558850617739,0.47470340017157825,0.0,0.0,0.0
17,0.0,0.75,tight,0.58,0.47470340017157825,0.0,0.0,0.0
17,0.0,1.0,spare,0.6674558850617739,0.47470340017157825,0.0,0.0,0.0
17,0.0,1.0,tight,0.58,0.47470340017157825,0.0,0.0,0.0
17,0.0025,0.0,spare,0.6809695514544865,0.48479112545634645,0.001694953623794389,0.0,0.0
17,0.0025,0.0,tight,0.58,0.48479112545634645,0.001694953623794389,0.0,0.0
17,0.0025,0.25,spare,0.6817270656438599,0.4938634336755461,0.0012712152178457918,0.0004237384059485973,0.00039661914796788715
17,0.0025,0.25,tight,0.58,0.49231856824859427,0.0012712152178457918,0.0004237384059485973,0.0009254446785917366
17,0.0025,0.5,spare,0.682471217599927,0.502768713978418,0.0008474768118971946,0.0008474768118971946,0.0007932382959357743
17,0.0025,0.5,tight,0.58,0.49969690564310704,0.0008474768118971946,0.0008474768118971946,0.0018508893571834732
17,0.0025,0.75,spare,0.6832022430268919,0.5115099126675109,0.0004237384059485973,0.0012712152178457918,0.0011898574439036613
17,0.0025,0.75,tight,0.58,0.5069287677967049,0.0004237384059485973,0.0012712152178457918,0.0027763340357752093
17,0.0025,1.0,spare,0.6839203734712348,0.5200899240738288,0.0,0.001694953623794389,0.0015864765918715486
17,0.0025,1.0,tight,0.58,0.5140167384713431,0.0,0.001694953623794389,0.0037017787143669464
17,0.005,0.0,spare,0.6469210523938129,0.4974691601813866,0.0032156477963476266,0.0,0.0
17,0.005,0.0,tight,0.58,0.4974691601813866,0.0032156477963476266,0.0,0.0
17,0.005,0.25,spare,0.6483468210819853,0.5145388071991962,0.00241173584726072,0.0008039119490869066,0.0007524615843453448
17,0.005,0.25,tight,0.58,0.5116231676808414,0.00241173584726072,0.0008039119490869066,0.0017557436968058042
17,0.005,0.5,spare,0.6497252533238049,0.5310167486375964,0.0016078238981738133,0.0016078238981738133,0.0015049231686906897
17,0.005,0.5,tight,0.58,0.5252489611086623,0.0016078238981738133,0.0016078238981738133,0.0035114873936116084
17,0.005,0.75,spare,0.6510579207200314,0.5469226295060817,0.0008039119490869066,0.00241173584726072,0.0022573847530360344
17,0.005,0.75,tight,0.58,0.5383640775150541,0.0008039119490869066,0.00241173584726072,0.005267231090417413
17,0.005,1.0,spare,0.6523463426932584,0.5622754425870742,0.0,0.0032156477963476266,0.0030098463373813794
17,0.005,1.0,tight,0.58,0.5509854717087659,0.0,0.0032156477963476266,0.007022974787223217
17,0.01,0.0,spare,0.5829401716288131,0.48524425589961445,0.006389326475570873,0.0,0.0
17,0.01,0.0,tight,0.58,0.48524425589961445,0.006389326475570873,0.0,0.0
17,0.01,0.25,spare,0.585726680025507,0.5185805084630047,0.004791994856678155,0.0015973316188927183,0.0014951023952835848
17,0.01,0.25,tight,0.58,0.5128495459692072,0.004791994856678155,0.0015973316188927183,0.0034885722556616972
17,0.01,0.5,spare,0.5883323801825202,0.5496566580303869,0.0031946632377854367,0.0031946632377854367,0.0029902047905671697
17,0.01,0.5,tight,0.58,0.5384372478203067,0.0031946632377854367,0.0031946632377854367,0.0069771445113233944
